Date,Year,Month,NAA_Flow_cfs,NAA_Pref_Velocity_Depth_TotlArea_Sq_ft,NAA_Pref_Velocity_Depth_TotArea_Acres
5/31/1961 0:00,1961,5,7487.5265222448,4893080.79376999,112
6/30/1957 0:00,1957,6,7487.6944731035,5021159.25312016,115
4/30/1997 0:00,1997,4,7500.3599251551,5077851.67357847,117
12/31/1994 0:00,1994,12,7506.4943180463,5454640.61603243,125
3/31/1932 0:00,1932,3,7509.1853493261,6447472.98236853,148
8/31/1990 0:00,1990,8,7515.2307401002,4984390.36600451,114
6/30/1952 0:00,1952,6,7515.3162273378,4850037.81517355,111
8/31/1999 0:00,1999,8,7515.8881768846,4608146.19766268,106
1/31/1985 0:00,1985,1,7524.7735008648,5454640.61603243,125
8/31/1948 0:00,1948,8,7542.0705510496,4777084.25641538,110
5/31/1926 0:00,1926,5,7542.5721702052,5008034.08712468,115
1/31/1989 0:00,1989,1,7572.6446997257,6465070.968287,148
11/30/1934 0:00,1934,11,7579.4608159888,4373906.34262121,100
8/31/1992 0:00,1992,8,7584.0597447519,4831096.33672303,111
8/31/1951 0:00,1951,8,7588.315028626,4857519.78901344,112
8/31/2000 0:00,2000,8,7602.1463636093,4426192.92232937,102
1/31/1933 0:00,1933,1,7619.9700612774,5101293.63503542,117
6/30/1985 0:00,1985,6,7623.3571057968,4753609.60160143,109
8/31/1960 0:00,1960,8,7624.8903283039,4735759.40077,109
12/31/1974 0:00,1974,12,7627.5691473342,5181024.64640343,119
8/31/1962 0:00,1962,8,7638.1241397304,4762224.00157001,109
8/31/1943 0:00,1943,8,7639.3588293178,4669383.45897728,107
6/30/1963 0:00,1963,6,7648.7046561904,4623181.98092675,106
12/31/1971 0:00,1971,12,7663.3846083314,4729896.49226185,109
11/30/1940 0:00,1940,11,7668.0826559518,4474441.93246894,103
6/30/1976 0:00,1976,6,7675.1352158874,4929245.75442475,113
9/30/1959 0:00,1959,9,7681.3545510794,4763164.76554695,109
8/31/1970 0:00,1970,8,7690.5592184518,4735759.40077,109
6/30/1984 0:00,1984,6,7703.0402194657,5161559.20304507,118
12/31/1993 0:00,1993,12,7704.2803979306,5096890.26973602,117
11/30/1921 0:00,1921,11,7711.7652463025,4660087.50488314,107
11/30/1944 0:00,1944,11,7721.5412400107,4223020.88942277,97
7/31/1952 0:00,1952,7,7722.2847477338,4741830.11625521,109
4/30/1953 0:00,1953,4,7724.1487491054,5121971.81010971,118
2/29/1972 0:00,1972,2,7733.0867582598,4597882.18788778,106
4/30/1973 0:00,1973,4,7738.9711996064,4889502.13806966,112
6/30/1996 0:00,1996,6,7752.0425825978,4836636.94190352,111
8/31/2002 0:00,2002,8,7756.3032606751,4477506.24539167,103
6/30/1946 0:00,1946,6,7770.7581718154,4713438.81961538,108
5/31/1939 0:00,1939,5,7791.4022393845,4749691.51743036,109
7/31/1931 0:00,1931,7,7794.5668922949,4791016.37307574,110
6/30/1954 0:00,1954,6,7797.6864951097,4874466.20116223,112
5/31/1999 0:00,1999,5,7803.2588576455,4934043.4249539,113
6/30/1997 0:00,1997,6,7805.6559726861,5215298.41810226,120
7/31/1995 0:00,1995,7,7819.6529237238,4805475.55305522,110
8/31/1968 0:00,1968,8,7823.7747763597,4869499.9737175,112
8/31/2003 0:00,2003,8,7835.1570103769,4657579.46839702,107
4/30/1966 0:00,1966,4,7838.008938156,4949283.04692934,114
11/30/1928 0:00,1928,11,7843.1078512643,4819238.96263603,111
6/30/1927 0:00,1927,6,7845.4881634661,4890618.42119553,112
6/30/1986 0:00,1986,6,7848.7847179151,4756368.1132742,109
10/31/2001 0:00,2001,10,7864.3340663764,4851645.3536521,111
6/30/1951 0:00,1951,6,7866.1856005487,5046108.16494972,116
7/31/1938 0:00,1938,7,7870.5158486403,4914362.93496762,113
5/31/1922 0:00,1922,5,7872.1725354843,5150663.3579692,118
6/30/1942 0:00,1942,6,7872.6832329437,4871759.93355198,112
7/31/1969 0:00,1969,7,7915.0558250835,4645748.78189253,107
6/30/1974 0:00,1974,6,7936.5746377028,4758808.58342853,109
7/31/1942 0:00,1942,7,7961.2133557968,4645748.78189253,107
12/31/1980 0:00,1980,12,7973.5706226145,4409035.18983767,101
7/31/1967 0:00,1967,7,7992.6797918655,4741173.8931782,109
8/31/1989 0:00,1989,8,7993.3392190482,4899918.36217547,112
6/30/1969 0:00,1969,6,7993.6220658397,5170138.15097398,119
6/30/1941 0:00,1941,6,7994.2457910902,5132957.31497398,118
7/31/1982 0:00,1982,7,8014.3893174499,4602608.35581564,106
10/31/1997 0:00,1997,10,8022.1581956703,4311641.65263756,99
7/31/1979 0:00,1979,7,8024.7777612118,4904550.53785588,113
7/31/1980 0:00,1980,7,8029.0868603888,4670776.10861252,107
6/30/1999 0:00,1999,6,8031.9036095539,4795631.72401527,110
8/31/1957 0:00,1957,8,8032.9370795563,4785753.47406666,110
6/30/1956 0:00,1956,6,8043.8798216842,5265593.39988099,121
10/31/2000 0:00,2000,10,8064.2528119036,4181134.94883265,96
4/30/2000 0:00,2000,4,8069.1046368082,4913722.77865525,113
6/30/1978 0:00,1978,6,8071.4279923068,4740917.09519097,109
11/30/1979 0:00,1979,11,8077.9781332002,4429116.10154715,102
10/31/1965 0:00,1965,10,8082.6298395754,4520188.20124573,104
6/30/1994 0:00,1994,6,8092.6629353531,4851536.42657266,111
6/30/1929 0:00,1929,6,8101.6173067748,4738246.63293931,109
10/31/1953 0:00,1953,10,8111.0191957896,4461999.44435538,102
4/30/1956 0:00,1956,4,8115.8069790673,4356753.09928943,100
9/30/1927 0:00,1927,9,8132.3546129533,4360296.65184786,100
11/30/1938 0:00,1938,11,8135.4822056894,4293892.13892551,99
1/31/1932 0:00,1932,1,8140.1875178912,4255634.93250911,98
6/30/1980 0:00,1980,6,8163.1526344824,3768247.23412971,87
1/31/1931 0:00,1931,1,8169.8837182431,4235936.23564089,97
3/31/1959 0:00,1959,3,8180.5776098819,6711838.31757462,154
12/31/1985 0:00,1985,12,8188.5292260556,4384675.20678404,101
1/31/1926 0:00,1926,1,8188.7153886868,4255634.93250911,98
10/31/1974 0:00,1974,10,8192.3074293297,4278060.64092678,98
11/30/1986 0:00,1986,11,8195.6757260854,4252751.26422635,98
9/30/1973 0:00,1973,9,8208.2557967557,4283967.14990067,98
6/30/2002 0:00,2002,6,8217.5319939766,3705696.46593771,85
6/30/2003 0:00,2003,6,8235.6906264909,4985786.73449398,114
2/28/1946 0:00,1946,2,8241.3998792343,4255634.93250911,98
11/30/1946 0:00,1946,11,8249.265004771,4293892.13892551,99
9/30/1978 0:00,1978,9,8252.2017220301,4285904.83034768,98
6/30/1953 0:00,1953,6,8258.3334446565,5076746.40183088,117
7/31/1922 0:00,1922,7,8259.1115622018,3848221.32733215,88
3/31/1925 0:00,1925,3,8284.3601815959,3765029.23324668,86
5/31/1927 0:00,1927,5,8285.5256813574,4666184.57748968,107
10/31/1984 0:00,1984,10,8296.4580570134,4245772.13870138,97
6/30/1975 0:00,1975,6,8311.8446549976,3838388.22070815,88
6/30/1938 0:00,1938,6,8312.6347924618,4951829.21755981,114
8/31/1981 0:00,1981,8,8328.297450501,4570441.87521655,105
8/31/1947 0:00,1947,8,8336.0815124046,4844916.26038247,111
11/30/1945 0:00,1945,11,8341.6666216901,4533928.64644957,104
6/30/1955 0:00,1955,6,8343.6276538645,4865930.38455088,112
6/30/1947 0:00,1947,6,8357.3721254771,4792505.1277998,110
7/31/1924 0:00,1924,7,8393.7610493201,4807735.42438246,110
6/30/1967 0:00,1967,6,8395.2216140864,4866409.56379059,112
6/30/1977 0:00,1977,6,8409.6729171637,3672449.71629735,84
5/31/1993 0:00,1993,5,8413.0389491889,4637444.21909144,106
11/30/1966 0:00,1966,11,8417.4590164301,4188582.61169787,96
4/30/1977 0:00,1977,4,8435.2882678316,4994850.05384893,115
7/31/1956 0:00,1956,7,8463.7086787333,4734185.15456878,109
10/31/1921 0:00,1921,10,8478.0590499762,4635732.33327245,106
10/31/1970 0:00,1970,10,8505.7511122376,4167116.78594161,96
3/31/1946 0:00,1946,3,8513.2902880487,3785110.14495615,87
7/31/1944 0:00,1944,7,8538.5629562262,3674568.54937804,84
1/31/2001 0:00,2001,1,8569.706387166,4520994.14584364,104
8/31/1995 0:00,1995,8,8579.4791418178,4548346.8825899,104
7/31/1933 0:00,1933,7,8581.9172217915,4807735.42438246,110
6/30/1958 0:00,1958,6,8585.0982734971,4860774.65163692,112
6/30/1939 0:00,1939,6,8617.2784574785,4507199.68476836,103
5/31/1971 0:00,1971,5,8670.9077096255,4919364.63406899,113
10/31/1942 0:00,1942,10,8676.1795354246,3954415.2058087,91
3/31/1944 0:00,1944,3,8696.2658396947,5292568.62572473,122
12/31/1927 0:00,1927,12,8717.0213390088,3727980.96182825,86
3/31/1965 0:00,1965,3,8740.0259094704,4018857.3020572,92
6/30/1922 0:00,1922,6,8776.2044057133,3662581.52329384,84
1/31/1963 0:00,1963,1,8776.3102494335,4382542.7911275,101
12/31/1992 0:00,1992,12,8777.1080734137,4422329.76879892,102
6/30/1970 0:00,1970,6,8789.7893427958,3489393.94167667,80
8/31/1928 0:00,1928,8,8812.0831926885,4451592.19613317,102
9/30/1940 0:00,1940,9,8834.9649943345,3893792.5662458,89
6/30/1973 0:00,1973,6,8837.9699770396,3536750.48977267,81
4/30/1937 0:00,1937,4,8840.5092117426,4522860.44143543,104
8/31/1954 0:00,1954,8,8848.5601666866,4598896.14204326,106
10/31/1952 0:00,1952,10,8851.9754040434,4227336.57225227,97
8/31/1958 0:00,1958,8,8855.9484971374,4654695.86581375,107
6/30/1934 0:00,1934,6,8858.6452513717,4258412.33022691,98
12/31/1933 0:00,1933,12,8869.5133319418,4047618.23265909,93
7/31/1941 0:00,1941,7,8883.6886465291,3554223.38468467,82
1/31/1972 0:00,1972,1,8883.8781205272,3977408.08309053,91
8/31/1924 0:00,1924,8,8886.0554806775,4511478.84130107,104
2/28/1947 0:00,1947,2,8932.4309331763,4067316.92952731,93
7/31/1976 0:00,1976,7,8960.9303792939,3550379.3315788,82
3/31/1997 0:00,1997,3,8966.4576559518,4587341.48833486,105
3/31/1976 0:00,1976,3,8983.6702990816,4586088.8832043,105
7/31/1945 0:00,1945,7,8996.2952275167,3658893.74353267,84
12/31/1942 0:00,1942,12,9000.1526188275,4369854.50276271,100
4/30/1926 0:00,1926,4,9012.4005412095,4304053.2984385,99
10/31/1982 0:00,1982,10,9020.00609047,4237357.20204366,97
3/31/2002 0:00,2002,3,9040.3644001968,4127256.90939513,95
6/30/1961 0:00,1961,6,9063.9147155296,3280554.65933747,75
2/28/2002 0:00,2002,2,9070.3858398438,4571661.52417363,105
7/31/1948 0:00,1948,7,9091.2202946088,3327911.20743347,76
6/30/1959 0:00,1959,6,9178.0281309637,3450054.46119347,79
7/31/1936 0:00,1936,7,9193.5851428316,3461896.95142981,79
8/31/1994 0:00,1994,8,9221.4683742844,4478181.2245691,103
10/31/1996 0:00,1996,10,9227.2120065005,4939226.94166678,113
4/30/1943 0:00,1943,4,9248.0422717378,4835697.17775945,111
3/31/1936 0:00,1936,3,9263.1949733123,4490942.39846542,103
1/31/1934 0:00,1934,1,9268.2202960997,4457499.06262319,102
9/30/1951 0:00,1951,9,9269.0740875477,4284191.34176475,98
12/31/1944 0:00,1944,12,9281.0074889671,4457499.06262319,102
5/31/1989 0:00,1989,5,9286.1116978769,3735001.93741522,86
11/30/1964 0:00,1964,11,9298.022013657,4628258.96443999,106
7/31/1958 0:00,1958,7,9318.7110135377,3254696.06735709,75
11/30/1975 0:00,1975,11,9335.7915821804,4424250.8123398,102
3/31/1947 0:00,1947,3,9343.0448518011,4463293.35349077,102
10/31/1971 0:00,1971,10,9351.5973476264,4866290.60718377,112
6/30/1968 0:00,1968,6,9361.2027686665,3825246.06144645,88
5/31/1978 0:00,1978,5,9368.4781816555,4934356.20976581,113
12/31/1921 0:00,1921,12,9371.3802093273,4530130.30649519,104
6/30/1948 0:00,1948,6,9378.7473267533,4520928.28809196,104
9/30/1982 0:00,1982,9,9381.2606333492,4353475.46729345,100
6/30/1966 0:00,1966,6,9394.1725310115,3743466.58714245,86
6/30/2000 0:00,2000,6,9436.6012613311,3380656.24731369,78
7/31/1975 0:00,1975,7,9464.0327588263,3376839.32111709,78
8/31/1959 0:00,1959,8,9484.5799797233,4333667.60872576,99
7/31/1923 0:00,1923,7,9495.0542148736,3359366.42620509,77
1/31/1930 0:00,1930,1,9498.2881060651,4471299.23661521,103
3/31/1948 0:00,1948,3,9503.0257104306,4339301.70474643,100
10/31/1999 0:00,1999,10,9532.2072876908,5018865.61840282,115
7/31/1978 0:00,1978,7,9561.749196386,3773145.34464646,87
9/30/1957 0:00,1957,9,9583.6730588025,4578841.92580033,105
3/31/1922 0:00,1922,3,9620.4626505845,4542270.42951221,104
10/31/1998 0:00,1998,10,9633.4560681059,4778188.85166076,110
2/28/1935 0:00,1935,2,9648.3105826575,4447854.24039221,102
3/31/1942 0:00,1942,3,9649.6065302958,4536011.21345256,104
11/30/1978 0:00,1978,11,9662.4315302958,4697251.57567845,108
6/30/1995 0:00,1995,6,9665.924470718,4904604.91845723,113
1/31/1990 0:00,1990,1,9671.920231244,4406405.02142553,101
7/31/1977 0:00,1977,7,9679.9079556298,4357258.50246604,100
3/31/1950 0:00,1950,3,9690.1642876312,4462478.82446831,102
9/30/1993 0:00,1993,9,9698.6016594108,4251219.92160525,98
1/31/1948 0:00,1948,1,9706.3750342915,4694236.29836345,108
11/30/1980 0:00,1980,11,9710.2332135616,4665034.13464379,107
7/31/1929 0:00,1929,7,9720.582881083,3930976.63749522,90
6/30/1928 0:00,1928,6,9724.2425348879,4016563.00451884,92
7/31/2000 0:00,2000,7,9726.9587860806,4075701.00638481,94
7/31/2001 0:00,2001,7,9789.3185457419,3258119.81807569,75
6/30/1988 0:00,1988,6,9798.9903506679,4458938.71225457,102
9/30/2003 0:00,2003,9,9804.2817032443,4514092.00095985,104
7/31/1925 0:00,1925,7,9826.7979663645,4148567.01290476,95
2/28/1929 0:00,1929,2,9836.5474877743,4718934.14133681,108
3/31/1953 0:00,1953,3,9856.8190668237,5183303.09411973,119
7/31/1974 0:00,1974,7,9860.3352367605,3494647.6529047,80
3/31/1933 0:00,1933,3,9881.3641720837,4972255.01023115,114
3/31/1972 0:00,1972,3,9885.9844965112,4188061.67105385,96
11/30/1969 0:00,1969,11,9924.7152477934,4481556.37848007,103
7/31/1926 0:00,1926,7,10003.1502146947,4490415.90804101,103
9/30/1946 0:00,1946,9,10010.9579720301,4489462.5605622,103
9/30/1969 0:00,1969,9,10021.9444432848,4525916.08144754,104
4/30/1975 0:00,1975,4,10032.8537511927,4682700.31998804,108
8/31/1966 0:00,1966,8,10048.6547143368,3656570.5152424,84
1/31/1955 0:00,1955,1,10203.6044616233,5328378.56215018,122
6/30/2001 0:00,2001,6,10224.2338188812,4257135.29136591,98
10/31/1957 0:00,1957,10,10225.6632857228,5044102.38337627,116
9/30/1928 0:00,1928,9,10268.9847939528,4891468.97348104,112
6/30/1972 0:00,1972,6,10282.8000477099,4356395.66654601,100
1/31/1964 0:00,1964,1,10300.4533724952,4831014.80380466,111
2/29/1988 0:00,1988,2,10314.557512822,4793293.97627172,110
7/31/1990 0:00,1990,7,10317.5982481512,4386210.44952201,101
5/31/1976 0:00,1976,5,10321.3828467915,3498527.44038075,80
2/28/1934 0:00,1934,2,10341.4681506441,5328378.56215018,122
5/31/1975 0:00,1975,5,10373.2967244156,4528486.57853775,104
9/30/1954 0:00,1954,9,10377.9918729127,4413215.98489198,101
2/28/1971 0:00,1971,2,10386.823128131,5436594.92526221,125
5/31/1957 0:00,1957,5,10405.5373076694,4282920.68931043,98
4/30/1996 0:00,1996,4,10408.8782800573,5212295.16934114,120
6/30/1987 0:00,1987,6,10416.757353292,4086755.87796499,94
7/31/2003 0:00,2003,7,10425.0486283397,4444551.54212885,102
10/31/1983 0:00,1983,10,10428.3753712428,5537029.87949597,127
5/31/1958 0:00,1958,5,10468.5758975429,4606499.01444795,106
1/31/1928 0:00,1928,1,10525.4803830212,4765227.57182778,109
4/30/1999 0:00,1999,4,10529.8375208731,5563733.57118859,128
7/31/1947 0:00,1947,7,10539.3958790553,4401525.05456804,101
7/31/1992 0:00,1992,7,10541.2728247257,4136064.08490793,95
7/31/1951 0:00,1951,7,10555.7611849952,4431638.86187572,102
11/30/1993 0:00,1993,11,10582.6747897782,5466560.02476431,125
7/31/1968 0:00,1968,7,10593.7828080272,3910037.4194145,90
7/31/1964 0:00,1964,7,10605.8901732467,4245900.3183266,97
8/31/1985 0:00,1985,8,10618.8284172233,4396863.76838263,101
7/31/1987 0:00,1987,7,10629.3533396947,4285679.9269043,98
8/31/1961 0:00,1961,8,10630.287729604,4280739.60367843,98
3/31/1951 0:00,1951,3,10640.3061612894,5534977.71984653,127
11/30/1942 0:00,1942,11,10649.1791671636,5412887.43317493,124
6/30/1981 0:00,1981,6,10661.0758707061,3511835.86869795,81
7/31/1966 0:00,1966,7,10678.3446997257,4221870.3645986,97
7/31/1940 0:00,1940,7,10679.5336832061,4221870.3645986,97
1/31/1923 0:00,1923,1,10717.6461220778,5624215.72221254,129
12/31/1984 0:00,1984,12,10754.0630270456,5262477.03471999,121
4/30/1928 0:00,1928,4,10755.3685054866,5446407.07764644,125
1/31/1979 0:00,1979,1,10765.4740428197,5210380.33934876,120
2/29/1944 0:00,1944,2,10785.746817599,5257090.39034854,121
7/31/1986 0:00,1986,7,10786.2587741532,4024994.10494992,92
12/31/1977 0:00,1977,12,10790.4069134661,5721299.27296549,131
2/28/1987 0:00,1987,2,10794.1681528805,5268396.05847452,121
7/31/2002 0:00,2002,7,10799.0265669728,4360133.87964295,100
1/31/1950 0:00,1950,1,10815.5323890744,5440780.74239363,125
7/31/1946 0:00,1946,7,10818.4281622734,4380544.82067807,101
6/30/1993 0:00,1993,6,10824.2900330988,4496138.98996567,103
11/30/1922 0:00,1922,11,10845.5049841961,5572680.44789711,128
2/28/1953 0:00,1953,2,10854.9072727815,5101701.35676324,117
7/31/1963 0:00,1963,7,10874.1463516818,4407288.81410695,101
1/31/2000 0:00,2000,1,10876.3951827886,5948097.30812256,137
5/31/1952 0:00,1952,5,10887.8940452052,5422971.28112913,124
7/31/1927 0:00,1927,7,10892.4285439528,4217209.07841319,97
9/30/2000 0:00,2000,9,10901.6546994275,5331690.93089293,122
8/31/1998 0:00,1998,8,10928.4796487357,4253199.83801275,98
5/31/1953 0:00,1953,5,10948.1447340172,4625665.75595386,106
11/30/1926 0:00,1926,11,10955.6848968273,5275502.47187131,121
7/31/1965 0:00,1965,7,10969.9974982109,3898722.98679455,90
6/30/1960 0:00,1960,6,11012.241430105,4031000.55058192,93
7/31/1943 0:00,1943,7,11013.7340291031,4644526.05099631,107
3/31/1945 0:00,1945,3,11029.4980781846,5403225.49695559,124
7/31/1981 0:00,1981,7,11035.4587935353,3986524.67184063,92
7/31/1960 0:00,1960,7,11035.9286572638,4816330.08342446,111
7/31/1993 0:00,1993,7,11108.7015953006,4920167.32038668,113
7/31/1959 0:00,1959,7,11132.3239861641,4582061.6481372,105
7/31/1954 0:00,1954,7,11144.5556372257,4939955.9078001,113
7/31/1984 0:00,1984,7,11159.040395396,3854282.09203144,88
7/31/1949 0:00,1949,7,11169.5571535067,4582061.6481372,105
7/31/1973 0:00,1973,7,11170.6744200262,3345786.20230794,77
2/28/1957 0:00,1957,2,11176.4559443583,6117972.09531906,140
7/31/1999 0:00,1999,7,11220.4071251789,4947961.79092454,114
7/31/1988 0:00,1988,7,11232.113144084,4606091.6018652,106
2/29/1984 0:00,1984,2,11240.4756053197,5287044.26284298,121
3/31/1979 0:00,1979,3,11241.200873688,4921914.25916378,113
11/30/1967 0:00,1967,11,11258.222885854,5886434.4899263,135
11/30/1941 0:00,1941,11,11270.3171875,4769625.82964424,109
7/31/1985 0:00,1985,7,11295.3521066913,4582061.6481372,105
5/31/1942 0:00,1942,5,11307.2642220301,5361018.94797246,123
11/30/1951 0:00,1951,11,11315.1506947758,4781779.33892424,110
12/31/1929 0:00,1929,12,11322.6790217975,5484839.94284402,126
7/31/1961 0:00,1961,7,11344.8793132753,3910678.49746322,90
12/31/1995 0:00,1995,12,11347.953308385,6001247.08335153,138
7/31/1972 0:00,1972,7,11363.0382409948,4358188.25512272,100
7/31/1953 0:00,1953,7,11390.555491114,5136481.93826642,118
7/31/1928 0:00,1928,7,11420.7981035305,4010624.3162571,92
7/31/1970 0:00,1970,7,11428.3198592557,3974168.44038366,91
2/28/1994 0:00,1994,2,11477.2779952886,6036181.50767702,139
7/31/1962 0:00,1962,7,11478.3696385973,4618828.46186352,106
8/31/1983 0:00,1983,8,11484.6876431298,5200460.20760254,119
7/31/1997 0:00,1997,7,11512.9852114146,4706985.43492387,108
7/31/1957 0:00,1957,7,11516.0277999761,4926243.45670715,113
7/31/1983 0:00,1983,7,11522.4532830391,5220835.70594773,120
11/30/1995 0:00,1995,11,11534.5656906011,5007594.84220938,115
7/31/1994 0:00,1994,7,11553.1645977457,4912608.54525194,113
7/31/1939 0:00,1939,7,11560.7640028626,4727796.89609995,109
9/30/1922 0:00,1922,9,11563.1205614862,4487819.53797957,103
7/31/1996 0:00,1996,7,11625.911903626,5185406.40496702,119
4/30/1925 0:00,1925,4,11648.3414882514,5543814.37153576,127
11/30/1943 0:00,1943,11,11650.4172888836,4433019.18869699,102
11/30/1952 0:00,1952,11,11651.4532427839,4774417.96592967,110
9/30/1974 0:00,1974,9,11662.4371347209,5647369.13486863,130
12/31/1960 0:00,1960,12,11671.0359345181,5753377.16812917,132
1/31/1986 0:00,1986,1,11691.1519247972,5758630.91134218,132
7/31/1971 0:00,1971,7,11692.2231363311,4278069.06096736,98
11/30/1997 0:00,1997,11,11698.2101905415,4435096.73855305,102
11/30/1963 0:00,1963,11,11719.0500969108,5646361.55405878,130
7/31/1955 0:00,1955,7,11724.4688573473,4958279.29355959,114
11/30/1927 0:00,1927,11,11773.2842229246,5501613.56899169,126
12/31/1997 0:00,1997,12,11799.168153626,5110124.72715543,117
11/30/2000 0:00,2000,11,11860.5373822161,4955691.61690774,114
12/31/1979 0:00,1979,12,11862.4441033516,5430970.47964718,125
11/30/1958 0:00,1958,11,11910.6782904938,4249479.72021967,98
3/31/1992 0:00,1992,3,11936.0353351622,5214017.64688737,120
7/31/1989 0:00,1989,7,11964.9204690482,4262866.18915761,98
3/31/1960 0:00,1960,3,11976.497680105,5943992.90683495,136
12/31/1961 0:00,1961,12,11981.6473610448,6077819.27865922,140
2/28/1965 0:00,1965,2,11989.7615413287,5860573.60068988,135
9/30/1965 0:00,1965,9,12010.1616710401,4524345.41834724,104
1/31/1959 0:00,1959,1,12032.0746421756,6929808.2538547,159
8/31/1939 0:00,1939,8,12036.7811187977,5085179.09260453,117
9/30/1967 0:00,1967,9,12063.2102516698,4461794.65015524,102
3/31/2003 0:00,2003,3,12110.2940750239,6291933.29630873,144
11/30/1996 0:00,1996,11,12125.9377102219,4896476.48782242,112
12/31/1987 0:00,1987,12,12134.24177302,6595547.43999053,151
11/30/1982 0:00,1982,11,12154.5591140864,6758812.47668398,155
5/31/1956 0:00,1956,5,12244.1328781011,4751308.55364789,109
12/31/1954 0:00,1954,12,12249.1898586594,5604568.9349425,129
11/30/1972 0:00,1972,11,12326.4176750358,6311642.9668909,145
7/31/1998 0:00,1998,7,12329.1478008707,4419305.24142384,101
5/31/1969 0:00,1969,5,12340.3178151837,4403553.25730414,101
9/30/1952 0:00,1952,9,12371.0495944656,5357923.70358468,123
2/28/2003 0:00,2003,2,12377.321347209,5604568.9349425,129
5/31/1948 0:00,1948,5,12403.3202722448,5235704.33001438,120
11/30/1971 0:00,1971,11,12528.9826544609,5921906.33797614,136
2/28/1930 0:00,1930,2,12592.3042521469,5578507.84924929,128
3/31/1963 0:00,1963,3,12660.8266131918,5981321.03907405,137
2/28/1981 0:00,1981,2,12679.6873076694,5704718.11961164,131
11/30/1957 0:00,1957,11,12682.9206762882,4684996.91432376,108
1/31/1999 0:00,1999,1,12745.0728485806,5236315.0289665,120
9/30/1942 0:00,1942,9,12752.432399511,5862387.21484014,135
9/30/1995 0:00,1995,9,12798.9135078721,4629761.22733691,106
3/31/1935 0:00,1935,3,12799.0732675334,5300248.9584479,122
9/30/1971 0:00,1971,9,12874.0817375358,5157160.3091905,118
5/31/1996 0:00,1996,5,12878.8754875358,4637535.77132802,106
9/30/1996 0:00,1996,9,12918.8761301288,4693532.11234292,108
3/31/1981 0:00,1981,3,13015.7643562142,5921978.80035194,136
11/30/1954 0:00,1954,11,13031.571784053,4710108.52155319,108
12/31/1931 0:00,1931,12,13058.6543475668,5590644.85809656,128
3/31/1962 0:00,1962,3,13080.142072698,5746633.13350476,132
3/31/1968 0:00,1968,3,13113.8925497972,5337252.09009423,123
9/30/1998 0:00,1998,9,13135.9304165673,5038471.54607574,116
2/28/2001 0:00,2001,2,13158.8103918177,5833450.0654428,134
11/30/1974 0:00,1974,11,13199.2869274809,5374069.22275343,123
11/30/1965 0:00,1965,11,13222.1600086474,5039207.85422726,116
1/31/1938 0:00,1938,1,13223.7678882395,5902636.67001999,136
11/30/1970 0:00,1970,11,13239.9123464337,5182674.44995879,119
11/30/1953 0:00,1953,11,13362.9572548903,5091583.81902703,117
11/30/1956 0:00,1956,11,13370.9781995468,5210569.47955351,120
12/31/1922 0:00,1922,12,13571.7526016818,6269270.68548897,144
9/30/1983 0:00,1983,9,13617.6243872257,5021203.30116043,115
9/30/1941 0:00,1941,9,13658.5329556298,4530381.23007706,104
3/31/1956 0:00,1956,3,13678.3495005367,6543935.50527371,150
2/28/1937 0:00,1937,2,13725.1913302123,4577323.39631479,105
9/30/1999 0:00,1999,9,13839.7030921994,4940505.95020007,113
11/30/1984 0:00,1984,11,13855.6514804986,5033477.71223562,116
9/30/1943 0:00,1943,9,14017.4475474117,4557923.96524692,105
3/31/1930 0:00,1930,3,14051.8011614385,6122486.97003081,141
3/31/2001 0:00,2001,3,14072.651149511,5948929.03270348,137
4/30/1993 0:00,1993,4,14107.4416373449,5230855.83323598,120
2/28/1997 0:00,1997,2,14177.6283262762,6111079.40442726,140
1/31/1968 0:00,1968,1,14184.0548544847,5224641.11574594,120
4/30/1942 0:00,1942,4,14202.5394978531,5228203.65112737,120
11/30/1999 0:00,1999,11,14215.6045577886,4460569.49863297,102
11/30/1998 0:00,1998,11,14232.701862178,5261819.85196559,121
10/31/1962 0:00,1962,10,14441.8385555821,5237403.6168643,120
1/31/1981 0:00,1981,1,14444.1578959924,4716002.39232022,108
2/28/1966 0:00,1966,2,14512.2348863907,4847986.72039326,111
1/31/1935 0:00,1935,1,14525.2501177839,5265935.19987131,121
3/31/1987 0:00,1987,3,14525.5532248927,5059448.93935293,116
12/31/1926 0:00,1926,12,14574.6276493917,5146413.96193547,118
2/29/1928 0:00,1928,2,14590.4154475787,6025268.14357539,138
2/28/1974 0:00,1974,2,14679.3683012285,4803753.98957272,110
5/31/1938 0:00,1938,5,14820.3225951217,5804643.77637091,133
3/31/1961 0:00,1961,3,14851.7833596732,4825867.00811693,111
3/31/1991 0:00,1991,3,14871.624816615,6096754.32163684,140
9/30/1997 0:00,1997,9,14908.538442271,4878644.66308233,112
12/31/1972 0:00,1972,12,14912.8127236403,5424552.48256262,125
3/31/1984 0:00,1984,3,14919.709260198,5368233.46522182,123
4/30/2003 0:00,2003,4,14920.2005859375,4411766.91606309,101
9/30/1970 0:00,1970,9,14930.4720539122,4429475.7089917,102
6/30/1983 0:00,1983,6,14974.9654103053,5243232.05205213,120
3/31/1957 0:00,1957,3,14997.7060546875,5306981.96116408,122
3/31/1970 0:00,1970,3,15029.6781414003,5177143.15515612,119
